GRHL2-GRHL2_0-1,WT,ZEB-miR200_2-1,GRHL2-GRHL2_0-2,miR200-miR200_0-1,miR200-ZEB_2-0,miR200-ZEB_2-1,SNAIL-SNAIL_0-1,ZEB-miR200_2-0,ZEB-ZEB_1-0,ZEB-ZEB_1-2,ZEB-GRHL2_2-0,ZEB-GRHL2_2-1,SNAIL-GRHL2_0-1,SNAIL-GRHL2_0-2,GRHL2-ZEB_2-0,GRHL2-ZEB_2-1,SNAIL-ZEB_1-2,GRHL2-miR200_0-1,GRHL2-SNAIL_0-2,GRHL2-miR200_0-2,GRHL2-SNAIL_0-1,SNAIL-ZEB_0-1,miR200-GRHL2_0-1,SNAIL-ZEB_0-2,SNAIL-ZEB_1-0,miR200-GRHL2_0-2,miR200-miR200_0-2,miR200-SNAIL_0-1,miR200-SNAIL_0-2,SNAIL-miR200_2-0,SNAIL-miR200_2-1
0.0,0.21575450689693665,0.3381593000747428,0.21556511504502912,0.21549084588014034,0.21556694484806121,0.21817396707067738,0.21555493266912576,0.24529564003641705,0.30696053660003647,0.30703036617904217,9.506536312865223e-05,0.4237145742650472,0.01442252577660545,0.06142129364012928,0.3069392542927843,0.3069564049289429,0.21754238018873584,0.30693403452655926,0.3070430602877556,0.25829298175164017,0.2196335567601953,0.21547677715945185,0.22149398853512314,0.21751942765472193,0.2156582053601468,0.007222670046970626,0.30694356056266214,0.30695322827275784,0.2219596396399462,0.3069768275935477,0.2171033652421729
0.21575450689693665,0.0,0.17255219859152,6.279821590781526e-05,0.00018667641655352668,5.7354378955219764e-05,0.005741772857517572,8.708225141989927e-05,0.04571627777454421,0.09806607627985119,0.09804395246937235,0.22089063473135856,1.0,0.14200685644230804,0.07006211795312345,0.0981083433118804,0.09807089916871073,0.004789339312081448,0.098151412601448,0.09804541855498497,0.06403491040816867,0.008372268697515988,0.0003082403848797114,0.004968941123269191,0.004693349404034075,4.75959079646807e-05,0.17950356398627954,0.09809433959360056,0.09807527507878377,0.011613197611590062,0.09805337361690783,0.003909503519900957
0.3381593000747428,0.17255219859152002,0.0,0.16680048814696077,0.16735782174095612,0.1680351468306978,0.11853626143748598,0.16896988008063102,0.043469773490811305,0.44681106144135585,0.4468083701327512,0.3406599002554836,1.0,0.24148594573747215,0.2656411690030708,0.44682912349453136,0.44681292613159457,0.12314937095456835,0.44684942631362695,0.44681054443978696,0.02853101786201391,0.10909525120709881,0.1597837238561586,0.22946755416832543,0.12346627360812826,0.16801068069477704,0.2610121423477595,0.4468228229182934,0.44681468393091195,0.09865441540695168,0.4468067734426485,0.12737390666653892
0.21556511504502912,6.279821590781504e-05,0.16680048814696077,0.0,8.889288041731037e-05,8.722545210869252e-06,0.0046424653915255985,4.0061682557246923e-05,0.042615440701137326,0.102042663843113,0.10203790355213327,0.22069881147221423,1.0,0.14106402782664695,0.07082382793209013,0.10207417186874468,0.10204591859381837,0.0037800548602484937,0.10210956960144976,0.10204168150056518,0.06037712780335599,0.007008793705024937,9.318088771951985e-05,0.006101621435079748,0.003697445247219487,2.844047735839941e-05,0.1784060331398764,0.10206318407107323,0.10204898606059373,0.010081774088397959,0.10203517261548646,0.0030125880324522354
0.21549084588014034,0.00018667641655352712,0.16735782174095612,8.889288041730994e-05,0.0,6.19462151041552e-05,0.004770278177708085,2.9359651247480058e-05,0.042929777305474405,0.10170616423356332,0.1017846897893248,0.22074644942444646,1.0,0.1409535006628363,0.07079389347803733,0.10168671685566805,0.1017019616725098,0.0038305696527119876,0.10168607639818088,0.10179965742501633,0.06070126264601468,0.006975690494527852,0.00015404763490011407,0.006177181055248913,0.0037827240015622845,0.00017766311835813644,0.17855304960358273,0.10168996351654264,0.10169881483205884,0.010331398752477412,0.10172353192062741,0.003129957635131907
0.21556694484806127,5.7354378955219764e-05,0.1680351468306978,8.722545210869252e-06,6.194621510415558e-05,0.0,0.004854308909204822,1.3016717857532124e-05,0.04327538645274592,0.1011713732354904,0.10117038915004942,0.2207355537271115,1.0,0.14120268800614136,0.07065322477411465,0.1012005997266908,0.10117429271810599,0.003970396488864292,0.10123439705040997,0.10117467889119909,0.06113836892940647,0.007235776089016781,0.00012080691259253929,0.005891017068078734,0.0038829901532863483,5.7073078090332744e-05,0.1786538627359232,0.1011902470772369,0.10117708115791853,0.010459692158439782,0.10116500300490922,0.0031940714487563825
0.21817396707067738,0.00574177285751757,0.11853626143748598,0.0046424653915255985,0.004770278177708087,0.004854308909204821,0.0,0.00502845555534666,0.019437753082074627,0.1417927207170695,0.14179491304199826,0.22301266633106437,1.0,0.13755652165384408,0.0825025570182846,0.14181862641964477,0.141795219539407,7.746242985251766e-05,0.14184944351244577,0.1417994167592359,0.03207421885263671,0.0003122395691112633,0.0034503809906620067,0.02119923649121495,5.952311844844736e-05,0.004918591109777036,0.17280861619661964,0.14180930672803743,0.14179764032490239,0.001244003805668201,0.14178759097995886,0.00018610667356745302
0.21555493266912576,8.708225141989883e-05,0.16896988008063102,4.0061682557246923e-05,2.9359651247480085e-05,1.3016717857532232e-05,0.00502845555534666,0.0,0.04378096648404878,0.10052719977128785,0.10055023746578307,0.2207731961150831,1.0,0.14127198631019466,0.07053836902874638,0.10054174790504142,0.10052797020245541,0.00411000912220191,0.10056517244580229,0.10055775745676876,0.06171392809732604,0.007382554511775585,0.00015885305442569315,0.0057729292680536205,0.0040294968552074,0.00011244416516275777,0.17884986890269328,0.10053549426032429,0.10052896803013706,0.01075937595746776,0.10052799556568506,0.0033437883749840754
0.24529564003641702,0.04571627777454421,0.0434697734908113,0.04261544070113734,0.04292977730547442,0.04327538645274592,0.019437753082074623,0.04378096648404878,0.0,0.24392394926995864,0.24394140701813855,0.24930230003158343,1.0,0.15521576817840815,0.13187056000169123,0.24393695932552178,0.24392472949999483,0.02140513579224112,0.24395702527247604,0.2439474123693433,0.0016227199106444504,0.015661505093138652,0.03892761737280531,0.07924179365700011,0.02154214304371675,0.0432766277141016,0.18497391748416234,0.24393151388926415,0.24392567397737297,0.011778989737352835,0.24392413079821335,0.023253071383663095
0.30696053660003647,0.09806607627985119,0.44681106144135585,0.102042663843113,0.10170616423356332,0.1011713732354904,0.1417927207170695,0.10052719977128785,0.24392394926995864,0.0,3.238224781353712e-05,0.31310350370359064,1.0,0.2639983331118092,0.13731448374103247,1.2126337018856506e-05,2.596868782645651e-07,0.13744748485085206,3.534918056730639e-05,4.166674061748714e-05,0.2782850019317884,0.15135577753690843,0.10710065896619246,0.06464557765052939,0.13713133435496352,0.10123261897909092,0.307252883878927,6.297317189689171e-06,8.728390638307456e-07,0.16264828448413854,2.8853920053743386e-06,0.13353928570425316
