name,Total Positive cycles,RACIPE JSD1 from WT,RACIPE JSD2 from WT,Boolean JSD from WT,Plasticity1,Plasticity2
OVOL-ZEB_2-1,6,0.014486208875979303,0.014486208875979303,0.04644039697573124,0.3965,0.44930000000000003
TGFB-SNAIL_1-2,7,0.002785598651786311,0.002785598651786311,0.00010058463453128247,0.5246,0.5678000000000001
ZEB-ZEB_1-2,6,0.02947616015871355,0.02947616015871355,0.0027450921788678326,0.2456,0.2804
ZEB-miR34_2-0,5,0.07076268438752441,0.07076268438752441,0.04127013115162441,0.33,0.4478
ZEB-OVOL_2-0,5,0.023577872357352647,0.023577872357352647,0.01820333263170952,0.389,0.43410000000000004
ZEB-miR200_2-0,6,0.01827087868618458,0.01827087868618458,0.08787693694629231,0.3809,0.45420000000000005
SNAIL-miR34_2-0,6,0.5564212712638323,0.5564212712638323,0.09063981859183284,0.531,0.5453
SNAIL-ZEB_1-2,6,0.016603777054956494,0.016603777054956494,0.036402197414793294,0.4269,0.49739999999999995
OVOL-STAT3_1-0,6,0.00543137023855257,0.00543137023855257,0.290207869385979,0.4981,0.5527
miR34-SNAIL_2-0,4,0.01799071896652976,0.01799071896652976,0.12811470907171588,0.3931,0.4444
SNAIL-SNAIL_2-0,7,0.025053657188760323,0.025053657188760323,0.04438410024548399,0.5661,0.6071
WT,7,0.0,0.0,0.00019066046499686224,0.5325,0.5771
OVOL-ZEB_2-0,6,0.004637343567760353,0.004637343567760353,0.006024548262709689,0.4972,0.5405
ZEB-miR200_2-1,6,0.12375915021059367,0.12375915021059367,0.31722438903563266,0.3332,0.4034
STAT3-miR200_1-2,6,0.01059388414608213,0.01059388414608213,0.20077891321912342,0.4667,0.5268999999999999
miR200-ZEB_2-1,4,0.05529657318238665,0.05529657318238665,0.017105354546941676,0.266,0.34709999999999996
OVOL-OVOL_2-0,7,0.012102066083916257,0.012102066083916257,7.758153381068789e-05,0.5643,0.6056
ZEB-OVOL_2-1,5,0.09118709774864554,0.09118709774864554,0.20822448202570548,0.3258,0.38160000000000005
ZEB-ZEB_1-0,6,0.004609882333593557,0.004609882333593557,0.0023366313964984986,0.364,0.401
SNAIL-miR34_2-1,6,0.027374961570259766,0.027374961570259766,0.09096599097573632,0.501,0.5507
Wg-OVOL_2-1,7,0.0023984500628902645,0.0023984500628902645,0.00033079548603513363,0.5263,0.567
OVOL-STAT3_1-2,6,0.019481910797471462,0.019481910797471462,1.0,0.4708,0.5338
STAT3-miR200_1-0,6,0.008951967337273761,0.008951967337273761,0.060732288518674626,0.5412,0.5807
OVOL-OVOL_2-1,8,0.01961150621277142,0.01961150621277142,0.0016140593337422892,0.63,0.692
miR200-ZEB_2-0,4,0.005630318144490301,0.005630318144490301,0.0003815373870478451,0.3963,0.4508
SNAIL-miR200_2-0,6,0.5086661577132521,0.5086661577132521,0.04234744756683831,0.5631,0.5861000000000001
SNAIL-SNAIL_2-1,8,0.04595366539951433,0.04595366539951433,0.046108274427961185,0.6785,0.719
SNAIL-miR200_2-1,6,0.03785843419336701,0.03785843419336701,0.179537252071475,0.4885,0.5611999999999999
SNAIL-ZEB_1-0,6,0.004402745194023753,0.004402745194023753,0.0013028343290598906,0.5129,0.5716
miR34-SNAIL_2-1,4,0.055522012091761816,0.055522012091761816,1.0,0.3286,0.40380000000000005
ZEB-miR34_2-1,5,0.2833432630606207,0.2833432630606207,0.12985565409538674,0.3407,0.41910000000000003
SMAD-OVOL_1-2,7,0.0021937532488702184,0.0021937532488702184,0.00017035928033664233,0.5241,0.5677
