name,Total Positive cycles,RACIPE JSD1 from WT,RACIPE JSD2 from WT,Boolean JSD from WT,Plasticity1,Plasticity2
130258,5,0.29630605269369503,0.29630605269369503,1.0,0.2189,0.39690000000000003
113309,2,0.33558818724578676,0.33558818724578676,1.0,0.0233,0.042200000000000015
69566,4,0.2829869649269241,0.2829869649269241,1.0,0.1026,0.21860000000000002
80839,4,0.323983005143834,0.323983005143834,0.7908078805679586,0.1441,0.25749999999999995
44028,3,0.31851605002376027,0.31851605002376027,1.0,0.0882,0.12970000000000004
97737,6,0.2202939217622746,0.2202939217622746,0.41916265799739755,0.4167,0.5742
126542,5,0.09011604478777763,0.09011604478777763,0.21117690873318118,0.3209,0.37739999999999996
61007,5,0.09032848227588414,0.09032848227588414,0.2218384566372552,0.3243,0.3798
60377,4,0.20703477991787578,0.20703477991787578,1.0,0.1703,0.3438
125651,5,0.3448738647138362,0.3448738647138362,1.0,0.2909,0.41059999999999997
45034,5,0.12613903215254002,0.12613903215254002,0.13863592874279612,0.2086,0.3609
61325,3,0.14639009378470536,0.14639009378470536,0.1830700891205034,0.1153,0.14629999999999999
126286,6,0.12682753927935542,0.12682753927935542,0.31853237060944806,0.3128,0.38180000000000003
53631,3,0.38292872448989745,0.38292872448989745,1.0,0.1319,0.2277
129734,4,0.3315354973406507,0.3315354973406507,0.6792307438984668,0.1609,0.23460000000000003
27644,5,0.1764283542431358,0.1764283542431358,0.9999999999999999,0.3009,0.3971
60339,3,0.27240600400516274,0.27240600400516274,1.0,0.1127,0.21889999999999998
12284,6,0.14349719104120784,0.14349719104120784,1.0,0.2634,0.3398
129492,2,0.25750183636009355,0.25750183636009355,1.0,0.0938,0.11970000000000003
126872,5,0.17966866088965439,0.17966866088965439,1.0,0.2236,0.38139999999999996
112462,6,0.14187660475337205,0.14187660475337205,1.0,0.4766,0.5527
29535,5,0.3366233465842786,0.3366233465842786,0.9999999999999999,0.3698,0.527
116601,6,0.0950661651277552,0.0950661651277552,1.0,0.5453,0.6302
58319,5,0.2964829578038112,0.2964829578038112,1.0,0.1784,0.21589999999999998
61286,5,0.018278537973647077,0.018278537973647077,0.12239494162262812,0.335,0.39039999999999997
93164,4,0.16943442689186766,0.16943442689186766,0.17124987343819048,0.2704,0.36850000000000005
128434,4,0.4285017924922445,0.4285017924922445,1.0,0.1304,0.24980000000000002
61386,7,0.04360955472037759,0.04360955472037759,0.0024330386388377694,0.377,0.47009999999999996
63831,3,0.3542147366245503,0.3542147366245503,0.9999999999999999,0.1773,0.2548
28367,5,0.14814569969177363,0.14814569969177363,0.23072241508757663,0.4892,0.5359
30573,5,0.17590498783214614,0.17590498783214614,0.48446778520836087,0.3909,0.5732999999999999
108443,5,0.3483962227903993,0.3483962227903993,1.0,0.2096,0.37
89307,4,0.37484032802206824,0.37484032802206824,1.0,0.3198,0.4648
85470,4,0.3874224162771597,0.3874224162771597,1.0,0.4156,0.4696
WT,7,0.0,0.0,0.00015270391734207114,0.5225,0.5635
126157,3,0.1926349180387325,0.1926349180387325,0.18313793832359848,0.1231,0.14759999999999995
23515,7,0.5340586278823449,0.5340586278823449,1.0,0.5513,0.6587000000000001
47054,5,0.19089143042258747,0.19089143042258747,1.0,0.2161,0.277
32318,4,0.32992814217148825,0.32992814217148825,0.9999999999999999,0.2775,0.4225
44007,1,0.3168069991385481,0.3168069991385481,1.0,0.0345,0.06340000000000001
53071,6,0.04004930229128387,0.04004930229128387,0.18309339471129235,0.4997,0.5626
60207,5,0.3277022722546789,0.3277022722546789,0.41810464612510406,0.1963,0.2962
128527,4,0.2904347694047281,0.2904347694047281,1.0,0.1181,0.20999999999999996
96184,5,0.2923179622217128,0.2923179622217128,0.9999999999999999,0.2141,0.4044
65095,5,0.17164516166794228,0.17164516166794228,0.35371835135003143,0.3845,0.4879
106078,3,0.13758460424473196,0.13758460424473196,1.0,0.1964,0.274
61819,5,0.3870275256435816,0.3870275256435816,1.0,0.2707,0.45830000000000004
28111,6,0.14975823661140925,0.14975823661140925,0.18318177970424962,0.491,0.5388999999999999
60878,5,0.11791510095584287,0.11791510095584287,0.18307771056691718,0.1592,0.1965
125366,3,0.2934379351316635,0.2934379351316635,1.0,0.1081,0.1511
122596,4,0.24105502366497394,0.24105502366497394,0.619973194269495,0.1461,0.2087
61350,3,0.1757369771242425,0.1757369771242425,0.6754527294865542,0.1045,0.12919999999999998
62950,1,0.26954540627975376,0.26954540627975376,1.0,0.0088,0.017100000000000004
52847,5,0.15608679817537832,0.15608679817537832,0.6334436505688978,0.3587,0.42579999999999996
48858,4,0.22432288649985554,0.22432288649985554,1.0,0.1177,0.242
120174,4,0.297288981422168,0.297288981422168,1.0,0.2162,0.2921
121529,4,0.33260960989654664,0.33260960989654664,1.0,0.1479,0.26570000000000005
123518,4,0.3591125530585938,0.3591125530585938,1.0,0.2681,0.3399
61230,5,0.06876078204870531,0.06876078204870531,0.16999434884678777,0.2756,0.35760000000000003
77675,7,0.1261527299293998,0.1261527299293998,0.3826107722927244,0.5369,0.6639999999999999
114469,2,0.18761051977499188,0.18761051977499188,0.6754622679120033,0.0718,0.1543
61086,2,0.19947333758927782,0.19947333758927782,1.0,0.0971,0.12290000000000001
115671,2,0.30906681708043104,0.30906681708043104,1.0,0.0522,0.0837
48731,5,0.1488356343843951,0.1488356343843951,1.0,0.3109,0.46530000000000005
53198,5,0.1044017257920643,0.1044017257920643,0.09260679805352098,0.2007,0.248
122728,5,0.12285681833088674,0.12285681833088674,0.6310343311030264,0.378,0.5355
63374,3,0.25789483036833444,0.25789483036833444,1.0,0.0319,0.0605
65332,2,0.19753576468779996,0.19753576468779996,1.0,0.118,0.20389999999999997
65101,4,0.11414259306027204,0.11414259306027204,0.2789512334388436,0.2243,0.3143
114506,6,0.059580811324988124,0.059580811324988124,0.09044141942038031,0.524,0.6084
118415,4,0.2940669774846172,0.2940669774846172,0.6063517693763265,0.1387,0.1642
28397,6,0.17063136895771158,0.17063136895771158,0.30940464622813857,0.5267,0.5582
93310,5,0.25489164972553147,0.25489164972553147,1.0,0.508,0.558
31343,6,0.4242802105764739,0.4242802105764739,0.6562232358146196,0.5365,0.6322
61274,7,0.040366923414032925,0.040366923414032925,1.0,0.5319,0.6518999999999999
110142,3,0.1963382800492176,0.1963382800492176,1.0,0.1111,0.19169999999999998
76542,2,0.3663424278096348,0.3663424278096348,1.0,0.1308,0.22440000000000004
61262,7,0.0017545412830747575,0.0017545412830747575,4.967729669704121e-05,0.5273,0.5706
65294,3,0.13672264459333316,0.13672264459333316,0.1450566734388549,0.1875,0.2814
11771,6,0.20610095938921408,0.20610095938921408,1.0,0.2432,0.4436
113636,2,0.30977181858350455,0.30977181858350455,1.0,0.0437,0.07379999999999998
125739,6,0.3462477369565066,0.3462477369565066,0.40034252687107336,0.3193,0.48860000000000003
