name,pos_cycle,plast,plast_2,JSD
1_OVOL-OVOL_2-1,4,0.285,0.6033,0.023507091205968
2_OVOL-ZEB_2-1,2,0.137,0.2353,0.00727180181425453
3_OVOL-miR200_2-1,4,0.4408,0.5022,0.0301483708505655
4_SNAIL-ZEB_1-2,3,0.2693,0.4184,0.00762528723253323
5_SNAIL-miR200_2-1,3,0.2922,0.4449,0.0070606177998629
6_ZEB-OVOL_2-1,3,0.2597,0.3365,0.190641936937617
7_ZEB-ZEB_1-2,2,0.0467,0.0901,0.0288319885512986
8_ZEB-miR200_2-1,2,0.0491,0.2093,0.139963681061755
9_miR200-ZEB_2-1,3,0.1286,0.2685,0.0295949167155243
10_OVOL-OVOL_2-0,3,0.2543,0.4433,0.0286030668260641
11_OVOL-ZEB_2-0,2,0.1942,0.3123,0.00137178484578564
12_OVOL-miR200_2-0,3,0.3759,0.4684,0.0242556475150212
13_SNAIL-ZEB_1-0,3,0.3053,0.4631,0.00153094154629824
14_SNAIL-miR200_2-0,3,0.2951,0.4346,0.00464722138232984
15_ZEB-OVOL_2-0,2,0.2308,0.3151,0.0793928524348144
16_ZEB-ZEB_1-0,2,0.1184,0.1937,0.00332728935132714
17_ZEB-miR200_2-0,2,0.0614,0.2294,0.182352765358667
18_miR200-ZEB_2-0,2,0.1879,0.342,0.00597102605175851
19_OVOL-SNAIL_0_1,3,0.16,0.3356,0.0086105242941451
20_OVOL-SNAIL_0_2,5,0.3968,0.5104,0.00725900721811409
21_SNAIL-OVOL_0_1,3,0.2404,0.4019,0.0191120536853142
22_SNAIL-OVOL_0_2,3,0.2403,0.3755,0.00833793037696564
23_SNAIL-SNAIL_0_1,4,0.3468,0.5169,0.00528643350598789
24_SNAIL-SNAIL_0_2,3,0.2653,0.4128,0.000232190397132957
25_ZEB-SNAIL_0_1,5,0.6,0.7077,0.0138149276247849
26_ZEB-SNAIL_0_2,3,0.1168,0.2876,0.0377162654624644
27_miR200-OVOL_0_1,4,0.2607,0.3991,0.0104593277224035
28_miR200-OVOL_0_2,4,0.2441,0.4188,0.0505510650221903
29_miR200-SNAIL_0_1,4,0.1884,0.3655,0.0103411702412004
30_miR200-SNAIL_0_2,5,0.4415,0.5574,0.0091640362719951
31_miR200-miR200_0_1,4,0.3599,0.5182,0.00196212430067762
32_miR200-miR200_0_2,3,0.1956,0.353,0.00855741213108551
WT,3,0.2452,0.3958,0
