name,Total Positive cycles,RACIPE JSD1 from WT,RACIPE JSD2 from WT,Boolean JSD from WT,Plasticity1,Plasticity2
62,1,0.22190479750937353,0.22190479750937353,0.002835587530091943,0.0303,0.06020000000000003
107,2,0.49079005114413055,0.49079005114413055,1.0,0.2598,0.29679999999999995
93,1,0.16915937416325819,0.16915937416325819,0.022738602542304,0.0393,0.06840000000000002
109,3,0.0009070125920007915,0.0009070125920007915,2.4222122383772996e-05,0.5151,0.5347999999999999
61,1,0.2322881403361312,0.2322881403361312,0.0018328829370430613,0.0329,0.06110000000000004
WT,3,0.0,0.0,3.8312751025465215e-06,0.5157,0.5396000000000001
115,2,0.48401742987170393,0.48401742987170393,1.0,0.1996,0.24539999999999995
87,0,0.2730402732898545,0.2730402732898545,0.6305561431016532,0.0,0.0
47,2,0.3111253785124033,0.3111253785124033,0.240484390114289,0.2618,0.31310000000000004
103,2,0.05038435318210155,0.05038435318210155,0.005389264989391383,0.2564,0.29590000000000005
79,2,0.058796202482001576,0.058796202482001576,0.024791005592274436,0.2465,0.2885
118,1,0.14115500714318496,0.14115500714318496,0.09897578798876053,0.0402,0.048699999999999966
117,1,0.14364369752834372,0.14364369752834372,0.0991081354263075,0.0449,0.05410000000000004
31,2,0.42001528745281036,0.42001528745281036,0.6305434621561864,0.1645,0.20599999999999996
122,1,0.3739148287293782,0.3739148287293782,1.0,0.0404,0.05059999999999998
110,3,0.00014057249750555622,0.00014057249750555622,3.7640997855661814e-05,0.507,0.5293
124,2,0.08025062476488111,0.08025062476488111,0.006610228290023711,0.1711,0.20289999999999997
91,0,0.3173803426776515,0.3173803426776515,1.0,0.0,0.0
94,1,0.17319399105705607,0.17319399105705607,0.02032145058672642,0.0337,0.06369999999999998
121,1,0.3792266428512693,0.3792266428512693,1.0,0.0465,0.055499999999999994
