name,Total Positive cycles,RACIPE JSD1 from WT,RACIPE JSD2 from WT,Boolean JSD from WT,Plasticity1,Plasticity2
GRHL2-GRHL2_0-1,4,0.011249544730757396,0.011249544730757396,0.21579545908638198,0.6073,0.6893
WT,3,0.0,0.0,0.00011683863400035349,0.5214,0.5433
ZEB-miR200_2-1,2,0.2481815551081778,0.2481815551081778,0.17205251992177079,0.2379,0.28680000000000005
GRHL2-GRHL2_0-2,3,0.035912640359054795,0.035912640359054795,0.00021626626415691445,0.4321,0.45530000000000004
miR200-miR200_0-1,4,0.0018020227941332987,0.0018020227941332987,0.00026157458294350953,0.606,0.6396999999999999
miR200-ZEB_2-0,2,0.004091393224317577,0.004091393224317577,3.399842699539391e-05,0.4091,0.43889999999999996
miR200-ZEB_2-1,2,0.0476032298489622,0.0476032298489622,0.0039987813379103,0.2683,0.3244
SNAIL-SNAIL_0-1,4,0.003644589539462878,0.003644589539462878,0.00024202669652884654,0.5499,0.602
ZEB-miR200_2-0,2,0.5629782925170591,0.5629782925170591,0.04207697785418055,0.3145,0.3509
ZEB-ZEB_1-0,2,0.0055603031541393184,0.0055603031541393184,0.09862031883799025,0.2944,0.32720000000000005
ZEB-ZEB_1-2,2,0.053165034871395275,0.053165034871395275,0.09863833473442715,0.1473,0.18159999999999998
ZEB-GRHL2_2-0,2,0.18484660771502676,0.18484660771502676,0.22200402328996863,0.3087,0.33440000000000003
ZEB-GRHL2_2-1,2,0.5295890238052553,0.5295890238052553,1.0,0.2267,0.262
SNAIL-GRHL2_0-1,3,0.03037430039265322,0.03037430039265322,0.14151046118583732,0.5293,0.5536
SNAIL-GRHL2_0-2,3,0.004429400661884246,0.004429400661884246,0.06497630220056037,0.4617,0.4818
GRHL2-ZEB_2-0,2,0.003280658677870073,0.003280658677870073,0.09863445943430058,0.3472,0.3738
GRHL2-ZEB_2-1,2,0.030042338049286056,0.030042338049286056,0.09862254677782997,0.2284,0.2671
SNAIL-ZEB_1-2,3,0.0035163565200672007,0.0035163565200672007,0.0059401141109929525,0.5539,0.5759000000000001
GRHL2-miR200_0-1,4,0.009520634628978345,0.009520634628978345,0.09867371845739795,0.6097,0.6245
GRHL2-SNAIL_0-2,5,0.010306316767561193,0.010306316767561193,0.09866052178803142,0.6797,0.6915
GRHL2-miR200_0-2,3,0.04082409118835686,0.04082409118835686,0.06399883730303552,0.3892,0.43789999999999996
GRHL2-SNAIL_0-1,3,0.03024506003989686,0.03024506003989686,0.008529592706060391,0.3673,0.4276
SNAIL-ZEB_0-1,3,0.001038053821398594,0.001038053821398594,2.0428888479479945e-05,0.4224,0.44389999999999996
miR200-GRHL2_0-1,4,0.008050548793386812,0.008050548793386812,0.004179091695374226,0.5345,0.5526
SNAIL-ZEB_0-2,3,0.001981603767093239,0.001981603767093239,0.005911595236812726,0.5256,0.5509999999999999
SNAIL-ZEB_1-0,3,0.0013577679612617566,0.0013577679612617566,0.00013653635023439794,0.6123,0.6314
miR200-GRHL2_0-2,3,0.11880336213689308,0.11880336213689308,0.17918717692534836,0.4327,0.4649
miR200-miR200_0-2,3,0.02565510380877284,0.02565510380877284,0.09869086463987112,0.4499,0.4869
miR200-SNAIL_0-1,3,0.016108622725304084,0.016108622725304084,0.09873808426710046,0.4045,0.44820000000000004
miR200-SNAIL_0-2,5,0.005706083979737608,0.005706083979737608,0.012357099566192423,0.7131,0.7297
SNAIL-miR200_2-0,3,0.011210028242051067,0.011210028242051067,0.09865368606044775,0.5841,0.5913999999999999
SNAIL-miR200_2-1,3,0.004200706532192618,0.004200706532192618,0.004418878310790422,0.5751,0.5984
