name,Total Positive cycles,RACIPE JSD1 from WT,RACIPE JSD2 from WT,Boolean JSD from WT,Plasticity1,Plasticity2
218,4,0.0012486880015442651,0.0012486880015442651,0.00023456793351712773,0.5951,0.6764
203,2,0.03469807837072241,0.03469807837072241,0.31202255069846374,0.2568,0.2892
62,3,0.34207541585955836,0.34207541585955836,0.7486250574640967,0.2979,0.46540000000000004
107,0,0.18641201251522888,0.18641201251522888,0.3119958097026506,0.0,0.0
93,2,0.21320425086840117,0.21320425086840117,0.3453724182162918,0.1673,0.21130000000000004
199,3,0.3127528345926037,0.3127528345926037,0.48260369574076994,0.5115,0.5327
174,1,0.2651829059156199,0.2651829059156199,0.5163832081779345,0.0628,0.19789999999999996
109,0,0.18929717406704216,0.18929717406704216,0.3119940894612716,0.0,0.0
248,3,0.04655123375192558,0.04655123375192558,0.050733216938501635,0.3223,0.47319999999999995
61,2,0.30235216306532836,0.30235216306532836,0.38771961160954804,0.1365,0.16349999999999998
WT,4,0.0,0.0,0.00014024089420278931,0.6076,0.6838
115,0,0.20334360683988031,0.20334360683988031,0.4180835048153645,0.0,0.0
230,3,0.37188914141372714,0.37188914141372714,0.27523223199254676,0.3285,0.48819999999999997
87,1,0.2917270074028451,0.2917270074028451,0.6981533734317253,0.078,0.119
244,2,0.1819761491886009,0.1819761491886009,0.07579891389176466,0.1069,0.26080000000000003
59,2,0.30846755972860024,0.30846755972860024,0.38475736585321163,0.1343,0.15849999999999997
227,2,0.26316243024897734,0.26316243024897734,0.4181139351379727,0.1234,0.15590000000000004
47,1,0.3204008688861254,0.3204008688861254,0.71700628110085,0.0656,0.0807
103,1,0.25513858666106926,0.25513858666106926,0.6514844256331225,0.0297,0.05569999999999997
79,1,0.23639194040618738,0.23639194040618738,0.396599409978852,0.0788,0.12050000000000005
118,1,0.1940599549128812,0.1940599549128812,0.2778044356475368,0.0623,0.236
220,4,9.897317487859438e-05,9.897317487859438e-05,8.130943316833551e-05,0.6012,0.6867
206,3,0.07579151776901286,0.07579151776901286,0.07644134295633091,0.2717,0.43910000000000005
117,0,0.21032522137108578,0.21032522137108578,0.41807306847214126,0.0,0.0
186,2,0.11578404926650862,0.11578404926650862,0.2758439134868005,0.1695,0.9958
167,1,0.28568814541585674,0.28568814541585674,0.7142116087668826,0.0264,0.05489999999999995
236,2,0.14895801238963172,0.14895801238963172,0.11269937133618868,0.1032,0.24209999999999998
31,3,0.42074386186821644,0.42074386186821644,0.4468533709575794,0.4364,0.46319999999999995
205,2,0.02899025833178091,0.02899025833178091,0.31202986360616813,0.2604,0.29090000000000005
241,1,0.21184946331572208,0.21184946331572208,0.4181707949047863,0.0544,0.06359999999999999
185,1,0.18402364916975825,0.18402364916975825,0.4131622358846878,0.0129,0.02429999999999999
151,1,0.26513899090942117,0.26513899090942117,0.6926051152334253,0.0649,0.1069
229,2,0.2594599551115212,0.2594599551115212,0.4180726951762612,0.1329,0.16549999999999998
122,2,0.17923119198099668,0.17923119198099668,0.026270992929900747,0.1602,0.3609
182,1,0.1937449372051775,0.1937449372051775,0.5249668897619959,0.0711,0.23519999999999996
214,3,0.22346713805880938,0.22346713805880938,0.06670406920143315,0.3132,0.44299999999999995
110,1,0.2415174685765355,0.2415174685765355,0.5672638529255647,0.0721,0.20779999999999998
233,1,0.14326328419447176,0.14326328419447176,0.3119934663194388,0.0537,0.06499999999999995
157,2,0.0635467131586931,0.0635467131586931,0.22170011342077978,0.1977,0.24750000000000005
217,3,0.015457889682507633,0.015457889682507633,0.22164714825013926,0.489,0.5131
188,2,0.11858372029791076,0.11858372029791076,0.2732616144416531,0.1557,0.3687
155,2,0.059585038549430924,0.059585038549430924,0.221808494368223,0.1885,0.2359
211,2,0.26910686210398016,0.26910686210398016,0.4180782869659764,0.257,0.2861
124,2,0.17138416649501276,0.17138416649501276,0.026138473557019058,0.1596,0.3637
158,3,0.04470325791244224,0.04470325791244224,0.1697180510580527,0.3976,0.5218
242,2,0.18623236720329217,0.18623236720329217,0.0751055950287046,0.1162,0.2671
55,1,0.30906009692722664,0.30906009692722664,1.0,0.0647,0.08120000000000005
91,2,0.23000322616753466,0.23000322616753466,0.33873662419403133,0.1733,0.21050000000000002
94,3,0.2624587593179285,0.2624587593179285,0.34529179789900677,0.4181,0.5466
121,1,0.2276131261765593,0.2276131261765593,0.34974072889615526,0.0134,0.02310000000000001
143,1,0.12821645356600825,0.12821645356600825,0.3909654886442895,0.075,0.1169
234,2,0.1483380947439998,0.1483380947439998,0.10894349153195615,0.1126,0.25029999999999997
213,2,0.2611691039173162,0.2611691039173162,0.4180835048153645,0.2485,0.2764
