Boolean,JSD,heatmap,data
 ,14,WT,25,7,13,19,28,11
14,0.0,2.3373400984525892e-06,2.2622097704276013e-05,1.0,5.4599640409993926e-05,0.5491474928885159,1.0386198857841142e-07,0.5472877280568843
WT,2.3373400984525892e-06,0.0,1.041637701242569e-05,1.0,3.4343628311365657e-05,0.5491444849747142,1.4557873610365367e-06,0.5472892614603884
25,2.2622097704276013e-05,1.041637701242569e-05,0.0,1.0,6.932266215160668e-06,0.5491442695495343,1.9660315205166775e-05,0.5472986641744352
7,1.0,1.0,1.0,0.0,1.0,0.13775961482460813,1.0,0.13872399744870412
13,5.4599640409993926e-05,3.4343628311365657e-05,6.932266215160668e-06,1.0,0.0,0.5491502598520487,4.994088508560035e-05,0.547312532327146
19,0.5491474928885158,0.5491444849747142,0.5491442695495343,0.13775961482460813,0.5491502598520487,0.0,0.5491467034320046,1.0506920333703531e-05
28,1.0386198857841142e-07,1.4557873610365367e-06,1.9660315205166775e-05,1.0,4.994088508560035e-05,0.5491467034320046,0.0,0.5472878951134693
11,0.5472877280568843,0.5472892614603884,0.5472986641744352,0.1387239974487041,0.5473125323271459,1.0506920333703531e-05,0.5472878951134693,0.0

RACIPE,JSD,heatmap,data
 ,14,WT,25,7,13,19,28,11
14,0.0,0.09030182208288512,0.09248892758376986,0.06241063545925477,0.00035460368929676224,0.0039866997507836364,0.002532081629655375,0.024279068470737783
WT,0.09030182208288512,0.0,0.0008687349324147872,0.28410299970115593,0.09013894273792612,0.07736391691479348,0.0636594318150277,0.19980554174308057
25,0.09248892758376986,0.0008687349324147872,0.0,0.2851740774506125,0.09191282926419225,0.08186071633006442,0.06541236239110429,0.2016695118257591
7,0.06241063545925477,0.28410299970115593,0.2851740774506125,0.0,0.06160264364511329,0.08181214091870094,0.08837809997089877,0.009240885632564873
13,0.0003546036892967631,0.09013894273792612,0.09191282926419225,0.06160264364511329,0.0,0.004001571243395601,0.002804317839206685,0.02399273347058154
19,0.0039866997507836364,0.07736391691479348,0.08186071633006442,0.08181214091870094,0.004001571243395601,0.0,0.004287037383871916,0.037285465541603224
28,0.0025320816296553767,0.0636594318150277,0.06541236239110429,0.08837809997089877,0.002804317839206685,0.004287037383871916,0.0,0.041882111329320314
11,0.024279068470737783,0.19980554174308057,0.2016695118257591,0.009240885632564875,0.023992733470581548,0.037285465541603224,0.041882111329320314,0.0
